time	V(out)
5.957979999875538e-003	4.511119e-001
5.973604999875538e-003	2.854806e-001
5.989229999875538e-003	1.170948e-001
6.004854999875538e-003	-5.242487e-002
6.020479999875538e-003	-2.214459e-001
6.036104999875538e-003	-3.883390e-001
6.051729999875538e-003	-5.514967e-001
6.067354999875538e-003	-7.093477e-001
6.082979999875538e-003	-8.603712e-001
6.098604999875538e-003	-1.003113e+000
6.114229999875538e-003	-1.136196e+000
6.129854999875538e-003	-1.258341e+000
6.145479999875538e-003	-1.368368e+000
6.161104999875538e-003	-1.465220e+000
6.176729999875538e-003	-1.547961e+000
6.192354999875538e-003	-1.615796e+000
6.207979999875538e-003	-1.668071e+000
6.223604999875538e-003	-1.704281e+000
6.239229999875538e-003	-1.724077e+000
6.254854999875538e-003	-1.727270e+000
6.270479999875538e-003	-1.713827e+000
6.286104999875538e-003	-1.683878e+000
6.301729999875538e-003	-1.637712e+000
6.317354999875538e-003	-1.575774e+000
6.332979999875538e-003	-1.498659e+000
6.348604999875538e-003	-1.407111e+000
6.364229999875538e-003	-1.302011e+000
6.379854999875538e-003	-1.184373e+000
6.395479999875538e-003	-1.055331e+000
6.411104999875538e-003	-9.161258e-001
6.426729999875538e-003	-7.681006e-001
6.442354999875538e-003	-6.126812e-001
6.457979999875538e-003	-4.513650e-001
6.473604999875538e-003	-2.857059e-001
6.489229999875538e-003	-1.172999e-001
6.504854999875538e-003	5.222952e-002
6.520479999875538e-003	2.212493e-001
6.536104999875538e-003	3.881327e-001
6.551729999875538e-003	5.512723e-001
6.567354999875538e-003	7.090969e-001
6.582979999875538e-003	8.600868e-001
6.598604999875538e-003	1.002788e+000
6.614229999875538e-003	1.135828e+000
6.629854999875538e-003	1.257925e+000
6.645479999875538e-003	1.367904e+000
6.661104999875538e-003	1.464708e+000
6.676729999875538e-003	1.547405e+000
6.692354999875539e-003	1.615199e+000
6.707979999875539e-003	1.667439e+000
6.723604999875539e-003	1.703621e+000
